,incident_date,tz,address,prefecture,incident,animal,title_detail,url,lon,lat
162,2024-05-25,夜,東京都福生市武蔵野台１丁目,東京都,声かけ,False,（東京）福生市武蔵野台１丁目で声かけ　５月２５日夜,http://this.kiji.is/1167208966234817369?c=134733695793120758,139.3328857421875,35.74862289428711
163,2024-06-09,夕方,東京都豊島区目白４丁目,東京都,下半身露出,False,（東京）豊島区目白４丁目で下半身露出　６月９日夕方,http://this.kiji.is/1172476785589256830?c=134733695793120758,139.7001953125,35.72432327270508
164,2024-04-22,午後,東京都葛飾区亀有２丁目,東京都,声かけ,False,（東京）葛飾区亀有２丁目で声かけ　４月２２日午後,http://this.kiji.is/1155323356598453161?c=134733695793120758,139.8499298095703,35.75991439819336
165,2024-06-09,午前,東京都板橋区泉町,東京都,下半身露出,False,（東京）板橋区泉町で下半身露出　６月９日午前,http://this.kiji.is/1172461661406086131?c=134733695793120758,139.7007598876953,35.766849517822266
166,2024-05-25,午後,東京都府中市小柳町３丁目,東京都,下半身露出,False,（東京）府中市小柳町３丁目で下半身露出　５月２５日午後,http://this.kiji.is/1167042029388235650?c=134733695793120758,139.50518798828125,35.6611213684082
167,2024-05-23,昼前,東京都町田市小山町,東京都,下半身露出,False,（東京）町田市小山町で下半身露出　５月２３日昼前,http://this.kiji.is/1167035946460103540?c=134733695793120758,139.37704467773438,35.59565353393555
168,2024-05-25,夕方,東京都港区西麻布２丁目,東京都,声かけ,False,（東京）港区西麻布２丁目で声かけ　５月２５日夕方,http://this.kiji.is/1167031092128629609?c=134733695793120758,139.7202911376953,35.66189956665039
169,2024-04-22,夜,東京都国立市青柳,東京都,つきまとい,False,（東京）国立市青柳でつきまとい　４月２２日夜,http://this.kiji.is/1155206199339106610?c=134733695793120758,139.43075561523438,35.683982849121094
170,2024-04-22,夜,東京都大田区西馬込２丁目,東京都,下半身露出,False,（東京）大田区西馬込２丁目で下半身露出　４月２２日夜,http://this.kiji.is/1155205060724359462?c=134733695793120758,139.703857421875,35.586700439453125
171,2024-06-09,午前,東京都板橋区小茂根４丁目,東京都,下半身露出,False,（東京）板橋区小茂根４丁目で下半身露出　６月９日午前,http://this.kiji.is/1172383942900859259?c=134733695793120758,139.6753387451172,35.74786376953125
172,2024-04-22,夕方,東京都中野区野方２丁目,東京都,声かけ,False,（東京）中野区野方２丁目で声かけ　４月２２日夕方,http://this.kiji.is/1155115777933673395?c=134733695793120758,139.65650939941406,35.714637756347656
173,2024-06-08,夜,東京都板橋区大和町,東京都,痴漢,False,（東京）板橋区大和町で痴漢　６月８日夜,http://this.kiji.is/1172357536474694581?c=134733695793120758,139.70469665527344,35.7588005065918
174,2024-04-22,夕方,東京都日野市高幡,東京都,粗暴行為,False,（東京）日野市高幡で粗暴行為　４月２２日夕方,http://this.kiji.is/1155106034424021755?c=134733695793120758,139.41409301757812,35.662315368652344
175,2024-04-19,夕方,東京都八王子市別所１丁目,東京都,下半身露出,False,（東京）八王子市別所１丁目で下半身露出　４月１９日夕方,http://this.kiji.is/1155105154750218746?c=134733695793120758,139.38902282714844,35.615535736083984
176,2024-06-08,深夜,東京都江戸川区北小岩１丁目,東京都,つきまとい,False,（東京）江戸川区北小岩１丁目でつきまとい　６月８日深夜,http://this.kiji.is/1172330116578607794?c=134733695793120758,139.89154052734375,35.73627471923828
177,2024-06-08,昼過ぎ,東京都西東京市下保谷４丁目付近,東京都,つきまとい,False,（東京）西東京市下保谷４丁目付近でつきまとい　６月８日昼過ぎ,http://this.kiji.is/1172328829812081616?c=134733695793120758,139.56613159179688,35.750022888183594
178,2024-06-09,未明,東京都大田区北嶺町,東京都,下半身露出,False,（東京）大田区北嶺町で下半身露出　６月９日未明,http://this.kiji.is/1172327453693002281?c=134733695793120758,139.68218994140625,35.58619689941406
179,2024-06-08,深夜,東京都台東区台東１丁目,東京都,下半身露出,False,（東京）台東区台東１丁目で下半身露出　６月８日深夜,http://this.kiji.is/1172193351659618947?c=134733695793120758,139.7781982421875,35.70145797729492
180,2024-06-08,夜,東京都福生市熊川,東京都,下半身露出,False,（東京）福生市熊川で下半身露出　６月８日夜,http://this.kiji.is/1172178131794002292?c=134733695793120758,139.34304809570312,35.72349166870117
181,2024-06-05,夕方,東京都墨田区本所２丁目,東京都,声かけ,False,（東京）墨田区本所２丁目で声かけ　６月５日夕方［解決］,http://this.kiji.is/1172158638065533571?c=134733695793120758,139.8011016845703,35.703617095947266
182,2024-06-08,昼過ぎ,東京都品川区南大井６丁目,東京都,声かけ,False,（東京）品川区南大井６丁目で声かけ　６月８日昼過ぎ,http://this.kiji.is/1172152013375291877?c=134733695793120758,139.7313995361328,35.59048843383789
183,2024-05-25,未明,東京都文京区白山１丁目,東京都,声かけ,False,（東京）文京区白山１丁目で声かけ　５月２５日未明,http://this.kiji.is/1166922022965723778?c=134733695793120758,139.7527618408203,35.71879577636719
184,2024-05-25,未明,東京都国立市富士見台３丁目,東京都,痴漢,False,（東京）国立市富士見台３丁目で痴漢　５月２５日未明,http://this.kiji.is/1166906795997659647?c=134733695793120758,139.43692016601562,35.686798095703125
185,2024-04-22,朝,東京都千代田区富士見２丁目,東京都,つきまとい,False,（東京）千代田区富士見２丁目でつきまとい　４月２２日朝,http://this.kiji.is/1154961264603136637?c=134733695793120758,139.74305725097656,35.69812774658203
186,2024-06-08,昼,東京都足立区南花畑１丁目付近,東京都,卑わいな声かけ,False,（東京）足立区南花畑１丁目付近で卑わいな声かけ類似行為　６月８日昼,http://this.kiji.is/1172060118620504168?c=134733695793120758,139.8244171142578,35.787715911865234
187,2024-04-21,昼前,東京都八王子市寺町,東京都,下半身露出,False,（東京）八王子市寺町で下半身露出　４月２１日昼前,http://this.kiji.is/1154769667161031100?c=134733695793120758,139.33290100097656,35.65633010864258
188,2024-04-21,夕方,東京都葛飾区東金町３丁目,東京都,暴言,False,（東京）葛飾区東金町３丁目で暴言　４月２１日夕方,http://this.kiji.is/1154769199274656725?c=134733695793120758,139.87356567382812,35.77245330810547
189,2024-04-21,午後,東京都板橋区向原３丁目,東京都,つきまとい,False,（東京）板橋区向原３丁目でつきまとい　４月２１日午後,http://this.kiji.is/1154768087343022921?c=134733695793120758,139.68443298339844,35.74549102783203
190,2024-04-20,夜,東京都大田区東雪谷４丁目,東京都,痴漢,False,（東京）大田区東雪谷４丁目で痴漢　４月２０日夜,http://this.kiji.is/1154766947475161738?c=134733695793120758,139.6945343017578,35.59281539916992
191,2024-05-24,午後,東京都八王子市長沼町,東京都,凝視,False,（東京）八王子市長沼町で凝視　５月２４日午後,http://this.kiji.is/1166729163790778461?c=134733695793120758,139.3677520751953,35.64216995239258
192,2024-06-08,朝,東京都大田区羽田空港１丁目,東京都,下半身露出,False,（東京）大田区羽田空港１丁目で下半身露出　６月８日朝,http://this.kiji.is/1172036545529201626?c=134733695793120758,139.75694274902344,35.554813385009766
193,2024-05-24,夕方,東京都板橋区徳丸６丁目,東京都,声かけ,False,（東京）板橋区徳丸６丁目で声かけ　５月２４日夕方,http://this.kiji.is/1166722254522810976?c=134733695793120758,139.66160583496094,35.77805709838867
194,2024-05-24,夕方,東京都練馬区北町２丁目,東京都,声かけ,False,（東京）練馬区北町２丁目で声かけ　５月２４日夕方,http://this.kiji.is/1166717949562585901?c=134733695793120758,139.66079711914062,35.76673126220703
195,2024-04-20,午後,東京都世田谷区成城５丁目,東京都,危険物所持,False,（東京）世田谷区成城５丁目で危険物所持の疑い　４月２０日午後,http://this.kiji.is/1154545235041092055?c=134733695793120758,139.5950927734375,35.64202880859375
196,2024-05-24,午後,東京都日野市高幡,東京都,声かけ,False,（東京）日野市高幡で声かけ　５月２４日午後,http://this.kiji.is/1166684156051686158?c=134733695793120758,139.41409301757812,35.662315368652344
197,2024-05-22,夕方,東京都江東区塩浜２丁目,東京都,つきまとい,False,（東京）江東区塩浜２丁目でつきまとい　５月２２日夕方,http://this.kiji.is/1166681396116439488?c=134733695793120758,139.81166076660156,35.662879943847656
198,2024-05-22,夜,東京都多摩市豊ケ丘２丁目,東京都,声かけ,False,（東京）多摩市豊ケ丘２丁目で声かけ　５月２２日夜,http://this.kiji.is/1166680249438913014?c=134733695793120758,139.43467712402344,35.62392807006836
199,2024-04-20,夜,東京都江戸川区南篠崎町４丁目,東京都,下半身露出,False,（東京）江戸川区南篠崎町４丁目で下半身露出　４月２０日夜,http://this.kiji.is/1154520384322257210?c=134733695793120758,139.90280151367188,35.69780349731445
200,2024-04-20,夕方,東京都東大和市新堀３丁目,東京都,声かけ,False,（東京）東大和市新堀３丁目で声かけ　４月２０日夕方,http://this.kiji.is/1154380434242011565?c=134733695793120758,139.4462432861328,35.73698043823242
201,2024-06-08,朝,東京都新宿区下落合４丁目,東京都,痴漢,False,（東京）新宿区下落合４丁目で痴漢　６月８日朝,http://this.kiji.is/1172002707782123626?c=134733695793120758,139.69656372070312,35.719390869140625
202,2024-05-24,午後,東京都中央区日本橋浜町,東京都,不審な接触,False,（東京）中央区日本橋浜町で不審な接触　５月２４日午後,http://this.kiji.is/1166659494239978100?c=134733695793120758,139.78738403320312,35.69038772583008
203,2024-04-20,午後,東京都練馬区西大泉５丁目,東京都,声かけ,False,（東京）練馬区西大泉５丁目で声かけ　４月２０日午後,http://this.kiji.is/1154347289931284711?c=134733695793120758,139.568603515625,35.75821304321289
204,2024-04-20,朝,東京都足立区千住河原町,東京都,盗撮,False,（東京）足立区千住河原町で盗撮　４月２０日朝,http://this.kiji.is/1154282011958886686?c=134733695793120758,139.7987823486328,35.74310302734375
205,2024-06-07,夕方,東京都荒川区荒川８丁目,東京都,声かけ,False,（東京）荒川区荒川８丁目で声かけ　６月７日夕方,http://this.kiji.is/1171973847375954277?c=134733695793120758,139.7875518798828,35.74061584472656
206,2024-06-07,深夜,東京都世田谷区上北沢４丁目,東京都,つきまとい,False,（東京）世田谷区上北沢４丁目でつきまとい　６月７日深夜,http://this.kiji.is/1171971901519102899?c=134733695793120758,139.6208953857422,35.66972732543945
207,2024-06-07,夜,東京都府中市四谷１丁目,東京都,痴漢,False,（東京）府中市四谷１丁目で痴漢　６月７日夜,http://this.kiji.is/1171969428940964110?c=134733695793120758,139.45118713378906,35.65932083129883
208,2024-06-07,夕方,東京都千代田区丸の内１丁目,東京都,痴漢,False,（東京）千代田区丸の内１丁目で痴漢　６月７日夕方,http://this.kiji.is/1171966781135045359?c=134733695793120758,139.76719665527344,35.68156051635742
209,2024-06-06,夕方,東京都品川区東品川２丁目付近,東京都,盗撮,False,（東京）品川区東品川２丁目付近で盗撮　６月６日夕方,http://this.kiji.is/1171824536437998554?c=134733695793120758,139.7498321533203,35.62162780761719
210,2024-06-06,夕方,東京都世田谷区池尻３丁目,東京都,声かけ,False,（東京）世田谷区池尻３丁目で声かけ　６月６日夕方,http://this.kiji.is/1171820290628518276?c=134733695793120758,139.68016052246094,35.649620056152344
211,2024-05-24,午前,東京都多摩市唐木田１丁目,東京都,下半身露出,False,（東京）多摩市唐木田１丁目で下半身露出　５月２４日午前,http://this.kiji.is/1166602955551441438?c=134733695793120758,139.40634155273438,35.61473846435547
212,2024-06-07,午後,東京都世田谷区太子堂３丁目付近,東京都,声かけ,False,（東京）世田谷区太子堂３丁目付近で声かけ　６月７日午後,http://this.kiji.is/1171806401138098579?c=134733695793120758,139.66976928710938,35.64963150024414
213,2024-06-07,夕方,東京都大田区北嶺町,東京都,下半身露出,False,（東京）大田区北嶺町で下半身露出　６月７日夕方,http://this.kiji.is/1171804844805047077?c=134733695793120758,139.68218994140625,35.58619689941406
214,2024-05-24,朝,東京都荒川区西尾久２丁目,東京都,暴行,False,（東京）荒川区西尾久２丁目で暴行　５月２４日朝［解決］,http://this.kiji.is/1166588449578894192?c=134733695793120758,139.7637176513672,35.748634338378906
215,2024-04-18,昼過ぎ,東京都葛飾区青戸１丁目,東京都,声かけ,False,（東京）葛飾区青戸１丁目で声かけ　４月１８日昼過ぎ,http://this.kiji.is/1154209167227699354?c=134733695793120758,139.8560333251953,35.743247985839844
216,2024-04-19,深夜,東京都文京区後楽２丁目,東京都,つきまとい,False,（東京）文京区後楽２丁目でつきまとい　４月１９日深夜,http://this.kiji.is/1154208087101685944?c=134733695793120758,139.7452392578125,35.705570220947266
217,2024-04-19,夜,東京都江戸川区松江４丁目,東京都,下半身露出,False,（東京）江戸川区松江４丁目で下半身露出　４月１９日夜,http://this.kiji.is/1154205797342396467?c=134733695793120758,139.87026977539062,35.69227981567383
218,2024-04-19,夕方,東京都八王子市めじろ台４丁目,東京都,声かけ,False,（東京）八王子市めじろ台４丁目で声かけ　４月１９日夕方,http://this.kiji.is/1154053237913878898?c=134733695793120758,139.3033905029297,35.64372253417969
219,2024-06-07,午後,東京都八王子市散田町５丁目,東京都,つきまとい,False,（東京）八王子市散田町５丁目でつきまとい　６月７日午後,http://this.kiji.is/1171749648368828898?c=134733695793120758,139.30162048339844,35.64797592163086
220,2024-06-07,午後,東京都文京区本駒込６丁目,東京都,声かけ,False,（東京）文京区本駒込６丁目で声かけ　６月７日午後,http://this.kiji.is/1171746139977007328?c=134733695793120758,139.74490356445312,35.73178482055664
221,2024-06-06,午後,東京都江東区南砂６丁目,東京都,痴漢,False,（東京）江東区南砂６丁目で痴漢　６月６日午後,http://this.kiji.is/1171721703981990630?c=134733695793120758,139.83502197265625,35.671932220458984
222,2024-05-23,夕方,東京都武蔵野市八幡町４丁目,東京都,つきまとい,False,（東京）武蔵野市八幡町４丁目でつきまとい　５月２３日夕方,http://this.kiji.is/1166468248922292340?c=134733695793120758,139.55491638183594,35.719818115234375
223,2024-04-19,午後,東京都板橋区大山金井町,東京都,金銭要求,False,（東京）板橋区大山金井町で金銭要求　４月１９日午後,http://this.kiji.is/1154008652409439094?c=134733695793120758,139.70510864257812,35.746219635009766
224,2024-05-23,夕方,東京都江戸川区中葛西６丁目,東京都,下半身露出,False,（東京）江戸川区中葛西６丁目で下半身露出　５月２３日夕方,http://this.kiji.is/1166375776834699593?c=134733695793120758,139.8671875,35.66011047363281
225,2024-06-07,昼,東京都台東区浅草２丁目,東京都,痴漢,False,（東京）台東区浅草２丁目で痴漢　６月７日昼,http://this.kiji.is/1171683439495512139?c=134733695793120758,139.7954559326172,35.714942932128906
226,2024-06-06,夕方,東京都東村山市富士見町１丁目,東京都,下半身露出,False,（東京）東村山市富士見町１丁目で下半身露出　６月６日夕方,http://this.kiji.is/1171669611519312839?c=134733695793120758,139.4583282470703,35.741859436035156
227,2024-05-22,午後,東京都北区東十条４丁目,東京都,暴行,False,（東京）北区東十条４丁目で暴行　５月２２日午後,http://this.kiji.is/1166367312993714687?c=134733695793120758,139.72779846191406,35.76696014404297
228,2024-05-23,午後,東京都港区麻布十番３丁目,東京都,声かけ,False,（東京）港区麻布十番３丁目で声かけ　５月２３日午後,http://this.kiji.is/1166356919289168284?c=134733695793120758,139.7353973388672,35.65322494506836
229,2024-05-23,夕方,東京都墨田区立花６丁目,東京都,痴漢,False,（東京）墨田区立花６丁目で痴漢　５月２３日夕方［解決］,http://this.kiji.is/1166353487376696224?c=134733695793120758,139.83619689941406,35.71073532104492
230,2024-05-23,午後,東京都江戸川区西葛西７丁目付近,東京都,声かけ,False,（東京）江戸川区西葛西７丁目付近で声かけ　５月２３日午後,http://this.kiji.is/1166296312440242282?c=134733695793120758,139.8606719970703,35.66046905517578
231,2024-04-07,,東京都町田市相原町,東京都,自動車盗,False,（東京）町田市相原町で自動車盗　４月７日から１３日,http://this.kiji.is/1153893029540544939?c=134733695793120758,139.30072021484375,35.61293029785156
232,2024-05-23,午後,東京都港区麻布十番３丁目付近,東京都,声かけ,False,（東京）港区麻布十番３丁目付近で声かけ　５月２３日午後,http://this.kiji.is/1166277085505994814?c=134733695793120758,139.7353973388672,35.65322494506836
233,2024-04-19,朝,東京都福生市北田園２丁目付近,東京都,下半身露出,False,（東京）福生市北田園２丁目付近で下半身露出　４月１９日朝,http://this.kiji.is/1153878859493965864?c=134733695793120758,139.32144165039062,35.736148834228516
234,2024-04-18,深夜,東京都葛飾区宝町２丁目,東京都,つきまとい,False,（東京）葛飾区宝町２丁目でつきまとい　４月１８日深夜,http://this.kiji.is/1153870160927277514?c=134733695793120758,139.8368377685547,35.745975494384766
235,2024-06-06,深夜,東京都北区滝野川４丁目,東京都,全裸,False,（東京）北区滝野川４丁目で全裸類似行為　６月６日深夜,http://this.kiji.is/1171592837940937380?c=134733695793120758,139.72665405273438,35.751426696777344
236,2024-06-06,朝,東京都武蔵野市吉祥寺北町５丁目,東京都,暴行,False,（東京）武蔵野市吉祥寺北町５丁目で暴行　６月６日朝,http://this.kiji.is/1171590210338308553?c=134733695793120758,139.56968688964844,35.7181396484375
237,2024-05-23,朝,東京都日野市平山６丁目,東京都,声かけ,False,（東京）日野市平山６丁目で声かけ　５月２３日朝,http://this.kiji.is/1166231971386868069?c=134733695793120758,139.3805694580078,35.64318084716797
238,2024-05-31,夜,東京都八王子市大塚,東京都,痴漢,False,（東京）八王子市大塚で痴漢　５月３１日夜,http://this.kiji.is/1171450149566153577?c=134733695793120758,139.418701171875,35.639522552490234
239,2024-05-17,,東京都中野区鷺宮４丁目,東京都,車上狙い,False,（東京）中野区鷺宮４丁目で車上狙い　５月１７日,http://this.kiji.is/1166204833996931761?c=134733695793120758,139.63555908203125,35.72467041015625
240,2024-06-05,夕方,東京都新宿区市谷加賀町１丁目,東京都,下半身露出,False,（東京）新宿区市谷加賀町１丁目で下半身露出　６月５日夕方,http://this.kiji.is/1171444601665454678?c=134733695793120758,139.73097229003906,35.69643783569336
241,2024-06-06,夕方,東京都足立区弘道１丁目,東京都,痴漢,False,（東京）足立区弘道１丁目で痴漢　６月６日夕方,http://this.kiji.is/1171442102112944765?c=134733695793120758,139.8123321533203,35.76852035522461
242,2024-06-06,未明,東京都国分寺市東元町１丁目,東京都,声かけ,False,（東京）国分寺市東元町１丁目で声かけ　６月６日未明,http://this.kiji.is/1171441144406376485?c=134733695793120758,139.48626708984375,35.695072174072266
243,2024-05-22,夕方,東京都多摩市諏訪付近,東京都,菓子譲渡,False,（東京）多摩市諏訪付近で菓子譲渡　５月２２日夕方,http://this.kiji.is/1166197339993620651?c=134733695793120758,139.45068359375,35.63218688964844
244,2024-05-22,夕方,東京都江戸川区中葛西１丁目付近,東京都,暴行,False,（東京）江戸川区中葛西１丁目付近で暴行　５月２２日夕方,http://this.kiji.is/1166186410951639994?c=134733695793120758,139.86949157714844,35.6713752746582
245,2024-06-05,夕方,東京都中央区築地６丁目,東京都,声かけ,False,（東京）中央区築地６丁目で声かけ　６月５日夕方,http://this.kiji.is/1171406651979759942?c=134733695793120758,139.7732696533203,35.663692474365234
246,2024-06-06,夕方,東京都杉並区井草２丁目,東京都,下半身露出,False,（東京）杉並区井草２丁目で下半身露出　６月６日夕方,http://this.kiji.is/1171404395071701505?c=134733695793120758,139.61941528320312,35.72734069824219
247,2024-05-14,夕方,東京都足立区大谷田３丁目,東京都,痴漢,False,（東京）足立区大谷田３丁目で痴漢　５月１４日夕方,http://this.kiji.is/1166179289692635549?c=134733695793120758,139.84117126464844,35.77875518798828
248,2024-06-06,昼過ぎ,東京都目黒区駒場１丁目,東京都,声かけ,False,（東京）目黒区駒場１丁目で声かけ　６月６日昼過ぎ,http://this.kiji.is/1171362468272652562?c=134733695793120758,139.68682861328125,35.65703201293945
249,2024-06-06,午後,東京都足立区竹の塚１丁目,東京都,つきまとい,False,（東京）足立区竹の塚１丁目でつきまとい　６月６日午後,http://this.kiji.is/1171357956381148149?c=134733695793120758,139.79171752929688,35.790870666503906
250,2024-06-04,夕方,東京都八王子市下柚木２丁目,東京都,声かけ,False,（東京）八王子市下柚木２丁目で声かけ　６月４日夕方,http://this.kiji.is/1171319600072868074?c=134733695793120758,139.38047790527344,35.62534713745117
251,2024-05-22,夜,東京都中野区若宮３丁目,東京都,痴漢,False,（東京）中野区若宮３丁目で痴漢　５月２２日夜,http://this.kiji.is/1166117858793849496?c=134733695793120758,139.64352416992188,35.72044372558594
252,2024-05-22,夜,東京都中野区沼袋１丁目,東京都,声かけ,False,（東京）中野区沼袋１丁目で声かけ　５月２２日夜,http://this.kiji.is/1166116201059205501?c=134733695793120758,139.6663055419922,35.71925735473633
253,2024-05-22,深夜,東京都武蔵野市境南町１丁目,東京都,下半身露出,False,（東京）武蔵野市境南町１丁目で下半身露出　５月２２日深夜,http://this.kiji.is/1166113701232394531?c=134733695793120758,139.54859924316406,35.69865417480469
254,2024-05-22,深夜,東京都国立市東３丁目,東京都,つきまとい,False,（東京）国立市東３丁目でつきまとい　５月２２日深夜,http://this.kiji.is/1166112599276520434?c=134733695793120758,139.4548797607422,35.6934814453125
255,2024-05-22,夕方,東京都町田市小山町,東京都,声かけ,False,（東京）町田市小山町で声かけ　５月２２日夕方,http://this.kiji.is/1166018067617039035?c=134733695793120758,139.37704467773438,35.59565353393555
256,2024-04-17,,東京都足立区綾瀬４丁目,東京都,痴漢,False,（東京）足立区綾瀬４丁目で痴漢　４月１７日［解決］,http://this.kiji.is/1153589460414005824?c=134733695793120758,139.8223114013672,35.765350341796875
257,2024-04-17,昼過ぎ,東京都昭島市宮沢町１丁目,東京都,体液かけ,False,（東京）昭島市宮沢町１丁目で体液かけ　４月１７日昼過ぎ,http://this.kiji.is/1153535936689504417?c=134733695793120758,139.36489868164062,35.70655059814453
258,2024-05-22,夕方,東京都足立区千住中居町,東京都,痴漢,False,（東京）足立区千住中居町で痴漢　５月２２日夕方,http://this.kiji.is/1165992084173734485?c=134733695793120758,139.7977294921875,35.74943542480469
259,2024-05-22,朝,東京都中野区中央４丁目,東京都,盗撮,False,（東京）中野区中央４丁目で盗撮　５月２２日朝,http://this.kiji.is/1165979518565253785?c=134733695793120758,139.66921997070312,35.70018768310547
260,2024-05-07,,東京都足立区足立４丁目,東京都,ひったくり,False,（東京）足立区足立４丁目でひったくり　５月７日［解決］,http://this.kiji.is/1171263314917278418?c=134733695793120758,139.8057861328125,35.76619338989258
261,2024-06-05,午後,東京都東久留米市前沢３丁目,東京都,つきまとい,False,（東京）東久留米市前沢３丁目でつきまとい　６月５日午後,http://this.kiji.is/1171259920909844601?c=134733695793120758,139.51675415039062,35.74117660522461
262,2024-04-17,深夜,東京都足立区花畑４丁目,東京都,下半身露出,False,（東京）足立区花畑４丁目で下半身露出　４月１７日深夜,http://this.kiji.is/1153493481465544915?c=134733695793120758,139.80780029296875,35.80362319946289
263,2024-04-17,深夜,東京都大田区大森西６丁目,東京都,下半身露出,False,（東京）大田区大森西６丁目で下半身露出　４月１７日深夜,http://this.kiji.is/1153492765929488945?c=134733695793120758,139.72674560546875,35.56867980957031
264,2024-05-12,,東京都多摩市永山,東京都,バイク盗,False,（東京）多摩市永山でバイク盗　５月１２日から１８日,http://this.kiji.is/1165903903940543253?c=134733695793120758,139.4456329345703,35.63148498535156
265,2024-05-12,,東京都多摩市南野,東京都,バイク盗,False,（東京）多摩市南野でバイク盗複数　５月１２日から１８日,http://this.kiji.is/1165903212420858336?c=134733695793120758,139.4405517578125,35.61016845703125
266,2024-05-12,,東京都多摩市落合,東京都,自動車盗,False,（東京）多摩市落合で自動車盗　５月１２日から１８日,http://this.kiji.is/1165902430573724653?c=134733695793120758,139.42709350585938,35.6248779296875
267,2024-04-15,昼過ぎ,東京都八王子市南大沢５丁目,東京都,声かけ,False,（東京）八王子市南大沢５丁目で声かけ　４月１５日昼過ぎ,http://this.kiji.is/1153462826734879655?c=134733695793120758,139.3710174560547,35.61137771606445
268,2024-06-05,夕方,東京都八王子市長沼町,東京都,声かけ,False,（東京）八王子市長沼町で声かけ　６月５日夕方,http://this.kiji.is/1171228318239752856?c=134733695793120758,139.3677520751953,35.64216995239258
269,2024-06-06,早朝,東京都港区六本木２丁目,東京都,つきまとい,False,（東京）港区六本木２丁目でつきまとい　６月６日早朝,http://this.kiji.is/1171227347296125541?c=134733695793120758,139.73715209960938,35.66706085205078
270,2024-04-17,夕方,東京都渋谷区笹塚２丁目,東京都,下半身露出,False,（東京）渋谷区笹塚２丁目で下半身露出　４月１７日夕方,http://this.kiji.is/1153320004885807751?c=134733695793120758,139.66700744628906,35.675148010253906
271,2024-06-05,夕方,東京都練馬区高松３丁目,東京都,下半身露出,False,（東京）練馬区高松３丁目で下半身露出　６月５日夕方,http://this.kiji.is/1171084512158810673?c=134733695793120758,139.62742614746094,35.74811553955078
272,2024-06-05,夕方,東京都新宿区中落合４丁目,東京都,つきまとい,False,（東京）新宿区中落合４丁目でつきまとい　６月５日夕方,http://this.kiji.is/1171082188906201374?c=134733695793120758,139.68350219726562,35.718868255615234
273,2024-04-17,朝,東京都板橋区仲町,東京都,声かけ,False,（東京）板橋区仲町で声かけ　４月１７日朝,http://this.kiji.is/1153310564362044114?c=134733695793120758,139.6975555419922,35.75300979614258
274,2024-06-05,午後,東京都葛飾区立石８丁目,東京都,下半身露出,False,（東京）葛飾区立石８丁目で下半身露出　６月５日午後,http://this.kiji.is/1171080962598011057?c=134733695793120758,139.8558807373047,35.73958969116211
275,2024-05-21,夕方,東京都杉並区梅里２丁目,東京都,声かけ,False,（東京）杉並区梅里２丁目で声かけ　５月２１日夕方,http://this.kiji.is/1165837056892716027?c=134733695793120758,139.6437225341797,35.696380615234375
276,2024-05-21,夕方,東京都杉並区高円寺北３丁目,東京都,声かけ,False,（東京）杉並区高円寺北３丁目で声かけ　５月２１日夕方,http://this.kiji.is/1165832666027475004?c=134733695793120758,139.6477813720703,35.70790481567383
277,2024-04-17,朝,東京都八王子市石川町,東京都,声かけ,False,（東京）八王子市石川町で声かけ　４月１７日朝［解決］,http://this.kiji.is/1153298311788478986?c=134733695793120758,139.36569213867188,35.67544937133789
278,2024-06-05,午後,東京都八王子市下柚木,東京都,つきまとい,False,（東京）八王子市下柚木でつきまとい　６月５日午後,http://this.kiji.is/1171058177573830818?c=134733695793120758,139.374755859375,35.630027770996094
279,2024-04-17,昼,東京都武蔵野市境５丁目,東京都,つきまとい,False,（東京）武蔵野市境５丁目でつきまとい　４月１７日昼,http://this.kiji.is/1153272156119974539?c=134733695793120758,139.53529357910156,35.70457458496094
280,2024-04-17,午後,東京都八王子市万町,東京都,下半身露出,False,（東京）八王子市万町で下半身露出　４月１７日午後,http://this.kiji.is/1153247208382398510?c=134733695793120758,139.3327178955078,35.65207290649414
281,2024-04-16,午後,東京都江戸川区南篠崎町１丁目付近,東京都,声かけ,False,（東京）江戸川区南篠崎町１丁目付近で声かけ　４月１６日午後,http://this.kiji.is/1153243685075272319?c=134733695793120758,139.9062042236328,35.69481658935547
282,2024-04-16,午後,東京都江戸川区南篠崎町１丁目付近,東京都,盗撮,False,（東京）江戸川区南篠崎町１丁目付近で盗撮　４月１６日午後,http://this.kiji.is/1153241732535108582?c=134733695793120758,139.9062042236328,35.69481658935547
283,2024-06-05,午後,東京都小平市大沼町１丁目,東京都,下半身露出,False,（東京）小平市大沼町１丁目で下半身露出　６月５日午後,http://this.kiji.is/1171032324939547604?c=134733695793120758,139.4943084716797,35.73604202270508
284,2024-06-04,夕方,東京都北区赤羽南１丁目,東京都,声かけ,False,（東京）北区赤羽南１丁目で声かけ　６月４日夕方,http://this.kiji.is/1170993241218072927?c=134733695793120758,139.7238006591797,35.77647399902344
285,2024-05-22,未明,東京都千代田区外神田２丁目,東京都,全裸,False,（東京）千代田区外神田２丁目で全裸　５月２２日未明,http://this.kiji.is/1165790815241225164?c=134733695793120758,139.7685546875,35.70067596435547
286,2024-06-03,午後,東京都中野区若宮２丁目,東京都,暴行,False,（東京）中野区若宮２丁目で暴行　６月３日午後［解決］,http://this.kiji.is/1170978755931161402?c=134733695793120758,139.64376831054688,35.7169189453125
